filename,label
20140902T123744.npy,0
20160705T154202.npy,0
20140404T094637.npy,0
20120606T101145.npy,0
20120501T162139.npy,0
20140505T144636.npy,0
20140424T165440.npy,0
20140424T114753.npy,0
20140805T074242.npy,0
20111027T152622.npy,0
20140320T120724.npy,0
20150105T122324.npy,0
20160705T172906.npy,0
20140619T133807.npy,0
20140822T091142.npy,0
20100325T115434.npy,0
20140822T090244.npy,0
20150918T131732.npy,0
20120201T140906.npy,0
20110615T114931.npy,0
20140801T111539.npy,0
20141124T162441.npy,0
20151008T153149.npy,0
20160226T120637.npy,0
20120627T102557.npy,0
20140505T143806.npy,0
20140401T132454.npy,0
20140926T120850.npy,0
20120531T155441.npy,0
20140515T133244.npy,0
20151015T145950.npy,0
20120614T102716.npy,0
20120621T101728.npy,0
20140701T135812.npy,0
20120704T102438.npy,0
20140801T105638.npy,0
20100113T105201.npy,0
20110713T140438.npy,0
20150601T103754.npy,0
20140701T133909.npy,0
20140701T140547.npy,0
20160620T123207.npy,0
20100128T132456.npy,0
20140801T112506.npy,0
20130306T100909.npy,0
20150526T162626.npy,0
20120920T120448.npy,0
20100126T111932.npy,0
20140827T105828.npy,0
20140908T141817.npy,0
20120808T100519.npy,0
20140814T140903.npy,0
20110323T140900.npy,0
20140826T093625.npy,0
20140321T102945.npy,0
20150122T130620.npy,0
20141031T075147.npy,0
20160114T163647.npy,0
20110705T121103.npy,0
20140407T102830.npy,0
20121101T121553.npy,0
20130716T135633.npy,0
20150713T113223.npy,0
20141002T150943.npy,0
20160303T105848.npy,0
20140805T075749.npy,0
20120705T121637.npy,0
20110418T115212.npy,0
20130924T115413.npy,0
20140619T133016.npy,0
20131217T121111.npy,0
20141027T135052.npy,0
20110622T120438.npy,0
20140822T093624.npy,0
20100915T141550.npy,0
20141030T122215.npy,0
20140826T095640.npy,0
20140501T142737.npy,0
20100112T133843.npy,0
20140822T084657.npy,0
20140711T115919.npy,0
20120322T133657.npy,0
20140423T150216.npy,0
20100325T134642.npy,0
20141027T140057.npy,0
20151027T094517.npy,0
20140610T132217.npy,0
20130904T115007.npy,0
20130619T121352.npy,0
20140822T094451.npy,0
20140805T075041.npy,0
20141008T143405.npy,0
20110413T141040.npy,0
20150611T112033.npy,0
20100204T113612.npy,0
20160406T081551.npy,0
20140826T100111.npy,0
20110505T115803.npy,0
20121106T120534.npy,0
20140826T095251.npy,0
20120125T135750.npy,0
20140822T090447.npy,0
20141205T074532.npy,0
20140609T100957.npy,0
20140912T073153.npy,0
20140404T092611.npy,0
20131203T115047.npy,0
20141128T111903.npy,0
20140509T070651.npy,0
20130530T122700.npy,0
20160815T071824.npy,0
20140613T102419.npy,0
20140805T081536.npy,0
20121108T121726.npy,0
20140404T093354.npy,0
20130115T122830.npy,0
20150821T120535.npy,0
20130702T121648.npy,0
20111012T140221.npy,0
20140909T091343.npy,0
20140606T102721.npy,0
20140502T073048.npy,0
20120911T123510.npy,0
20151230T155626.npy,0
20140502T074159.npy,0
20150122T155921.npy,0
20141104T112255.npy,0
20130723T121717.npy,0
20110921T141851.npy,0
20120925T121007.npy,0
20151125T083738.npy,0
20141124T162154.npy,0
20140619T132239.npy,0
20140708T140042.npy,0
20141111T073313.npy,0
20110531T161051.npy,0
20120807T102241.npy,0
20140826T094745.npy,0
20140908T142642.npy,0
20151019T082249.npy,0
20140423T143432.npy,0
20140331T144934.npy,0
20110614T120056.npy,0
20100126T134455.npy,0
20141016T181002.npy,0
20141031T092953.npy,0
20150608T102006.npy,0
